 scale | workers | caching  | query | cnt_no_jit | cnt_jit_off | cnt_jit_on | plan_no_jit | plan_jit_off | plan_jit_on | timing_no_jit | timing_jit_off | timing_jit_on | pct_of | pct_on 
     1 |       0 | uncached |     7 |          5 |           5 |          5 | 798fd228    | 798fd228     | 798fd228    |          3070 |           3062 |          3130 |    100 |    102
     1 |       0 | uncached |     8 |          5 |           5 |          5 | 0a630745    | 0a630745     | 0a630745    |          1089 |           1100 |          1109 |    101 |    102
     1 |       0 | uncached |     9 |          5 |           5 |          5 | 0805dc5a    | 0805dc5a     | 0805dc5a    |          2027 |           2027 |          2073 |    100 |    102
     1 |       0 | uncached |    10 |          5 |           5 |          5 | 726d7e61    | 726d7e61     | 726d7e61    |          1513 |           1514 |          1583 |    100 |    105
     1 |       0 | uncached |    11 |          5 |           5 |          5 | 06bcdf4f    | 06bcdf4f     | 06bcdf4f    |           747 |            761 |           744 |    102 |    100
     1 |       0 | uncached |    12 |          5 |           5 |          5 | e856499b    | e856499b     | e856499b    |           524 |            528 |           525 |    101 |    100
     1 |       0 | uncached |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |          1232 |           1228 |          1230 |    100 |    100
     1 |       0 | uncached |    14 |          5 |           5 |          5 | 0ecc6eda    | 0ecc6eda     | 0ecc6eda    |           870 |            839 |           867 |     96 |    100
     1 |       0 | uncached |    15 |          5 |           5 |          5 | b277d202    | b277d202     | b277d202    |          1502 |           1596 |          1633 |    106 |    109
     1 |       0 | uncached |    16 |          5 |           5 |          5 | e78d6b74    | e78d6b74     | e78d6b74    |           624 |            628 |           626 |    101 |    100
     1 |       0 | uncached |    17 |          5 |           5 |          5 | eed1fe5c    | eed1fe5c     | eed1fe5c    |          2093 |           2074 |          2090 |     99 |    100
     1 |       0 | uncached |    18 |          5 |           5 |          5 | 29e477e3    | 29e477e3     | 29e477e3    |          2406 |           2375 |          2666 |     99 |    111
     1 |       0 | uncached |    19 |          5 |           5 |          5 | 6b8effe6    | 6b8effe6     | 6b8effe6    |           299 |            292 |           286 |     98 |     96
     1 |       0 | uncached |    20 |          5 |           5 |          5 | 596c81ea    | 596c81ea     | 596c81ea    |          3559 |           3414 |          3556 |     96 |    100
     1 |       0 | uncached |    21 |          5 |           5 |          5 | e2ed2b7a    | e2ed2b7a     | e2ed2b7a    |          2569 |           2598 |          2589 |    101 |    101
     1 |       0 | uncached |    22 |          5 |           5 |          5 | 521c03d4    | 521c03d4     | 521c03d4    |           192 |            192 |           191 |    100 |    100
     1 |       4 | cached   |     1 |          5 |           5 |          5 | 14d8864b    | 14d8864b     | 14d8864b    |          1578 |           1576 |          1695 |    100 |    107
     1 |       4 | cached   |     2 |          5 |           5 |          5 | 2f136e41    | 2f136e41     | 2f136e41    |            37 |             38 |            38 |    100 |    100
     1 |       4 | cached   |     3 |          5 |           5 |          5 | 25b6fe4c    | 25b6fe4c     | 25b6fe4c    |           380 |            381 |           453 |    100 |    119
     1 |       4 | cached   |     4 |          5 |           5 |          5 | 2aec4865    | 2aec4865     | 2aec4865    |            76 |             76 |            77 |    100 |    100
     1 |       4 | cached   |     5 |          5 |           5 |          5 | 57c568be    | 57c568be     | 57c568be    |           143 |            140 |           142 |     98 |     99
     1 |       4 | cached   |     6 |          5 |           5 |          5 | 8e356075    | 8e356075     | 8e356075    |           211 |            213 |           242 |    101 |    114
     1 |       4 | cached   |     7 |          5 |           5 |          5 | 0d9c31fa    | 0d9c31fa     | 0d9c31fa    |           471 |            468 |           553 |     99 |    117
     1 |       4 | cached   |     8 |          5 |           5 |          5 | 83e64deb    | 83e64deb     | 83e64deb    |           118 |            118 |           119 |    100 |    100
     1 |       4 | cached   |     9 |          5 |           5 |          5 | 28f9c4f3    | 28f9c4f3     | 28f9c4f3    |           365 |            368 |           367 |    101 |    100
     1 |       4 | cached   |    10 |          5 |           5 |          5 | 0da9a7ea    | 0da9a7ea     | 0da9a7ea    |           199 |            199 |           199 |    100 |    100
     1 |       4 | cached   |    11 |          5 |           5 |          5 | b4c309ff    | b4c309ff     | b4c309ff    |            84 |             84 |            83 |    100 |     99
     1 |       4 | cached   |    12 |          5 |           5 |          5 | 48cdb31d    | 48cdb31d     | 48cdb31d    |            97 |             97 |            97 |    101 |    101
     1 |       4 | cached   |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |          1098 |           1099 |          1098 |    100 |    100
     1 |       4 | cached   |    14 |          5 |           5 |          5 | 5097e708    | 5097e708     | 5097e708    |           120 |            121 |           120 |    101 |    101
     1 |       4 | cached   |    15 |          5 |           5 |          5 | ff83e7ae    | ff83e7ae     | ff83e7ae    |           410 |            413 |           476 |    101 |    116
     1 |       4 | cached   |    16 |          5 |           5 |          5 | 3a49c8c9    | 3a49c8c9     | 3a49c8c9    |           241 |            240 |           241 |    100 |    100
     1 |       4 | cached   |    17 |          5 |           5 |          5 | b7ff1a0a    | b7ff1a0a     | b7ff1a0a    |          2020 |           2024 |          1815 |    100 |     90
     1 |       4 | cached   |    18 |          5 |           5 |          5 | 29e477e3    | 29e477e3     | 29e477e3    |          2028 |           2045 |          2263 |    101 |    112
     1 |       4 | cached   |    19 |          5 |           5 |          5 | 91220a85    | 91220a85     | 91220a85    |            35 |             35 |            35 |    100 |    100
     1 |       4 | cached   |    20 |          5 |           5 |          5 | acf67bed    | acf67bed     | acf67bed    |          1237 |           1252 |          1291 |    101 |    104
     1 |       4 | cached   |    21 |          5 |           5 |          5 | c4357ffb    | c4357ffb     | c4357ffb    |           372 |            374 |           370 |    100 |     99
     1 |       4 | cached   |    22 |          5 |           5 |          5 | a439a41a    | a439a41a     | a439a41a    |            68 |             68 |            68 |    101 |    100
     1 |       4 | uncached |     1 |          5 |           5 |          5 | 14d8864b    | 14d8864b     | 14d8864b    |          1753 |           1755 |          1916 |    100 |    109
     1 |       4 | uncached |     2 |          5 |           5 |          5 | 2f136e41    | 2f136e41     | 2f136e41    |           189 |            193 |           189 |    102 |    100
     1 |       4 | uncached |     3 |          5 |           5 |          5 | 25b6fe4c    | 25b6fe4c     | 25b6fe4c    |          1170 |           1174 |          1247 |    100 |    107
     1 |       4 | uncached |     4 |          5 |           5 |          5 | 2aec4865    | 2aec4865     | 2aec4865    |           952 |            981 |          1014 |    103 |    107
     1 |       4 | uncached |     5 |          5 |           5 |          5 | 57c568be    | 57c568be     | 57c568be    |           789 |            791 |           794 |    100 |    101
     1 |       4 | uncached |     6 |          5 |           5 |          5 | 8e356075    | 8e356075     | 8e356075    |          1108 |           1134 |          1152 |    102 |    104
     1 |       4 | uncached |     7 |          5 |           5 |          5 | 0d9c31fa    | 0d9c31fa     | 0d9c31fa    |          3040 |           3618 |          3642 |    119 |    120
     1 |       4 | uncached |     8 |          5 |           5 |          5 | 83e64deb    | 83e64deb     | 83e64deb    |           766 |            772 |           728 |    101 |     95
     1 |       4 | uncached |     9 |          5 |           5 |          5 | 28f9c4f3    | 28f9c4f3     | 28f9c4f3    |          1053 |           1056 |          1049 |    100 |    100
     1 |       4 | uncached |    10 |          5 |           5 |          5 | 0da9a7ea    | 0da9a7ea     | 0da9a7ea    |           741 |            694 |           733 |     94 |     99
     1 |       4 | uncached |    11 |          5 |           5 |          5 | b4c309ff    | b4c309ff     | b4c309ff    |           753 |            753 |           745 |    100 |     99
     1 |       4 | uncached |    12 |          5 |           5 |          5 | 48cdb31d    | 48cdb31d     | 48cdb31d    |          1059 |           1171 |          1176 |    111 |    111
     1 |       4 | uncached |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |          1234 |           1236 |          1235 |    100 |    100
     1 |       4 | uncached |    14 |          5 |           5 |          5 | 5097e708    | 5097e708     | 5097e708    |           575 |            555 |           558 |     96 |     97
     1 |       4 | uncached |    15 |          5 |           5 |          5 | ff83e7ae    | ff83e7ae     | ff83e7ae    |          1325 |           1304 |          1391 |     98 |    105
     1 |       4 | uncached |    16 |          5 |           5 |          5 | 3a49c8c9    | 3a49c8c9     | 3a49c8c9    |           276 |            280 |           277 |    101 |    100
     1 |       4 | uncached |    17 |          5 |           5 |          5 | b7ff1a0a    | b7ff1a0a     | b7ff1a0a    |          2343 |           2345 |          2396 |    100 |    102
     1 |       4 | uncached |    18 |          5 |           5 |          5 | 29e477e3    | 29e477e3     | 29e477e3    |          2384 |           2404 |          2683 |    101 |    113
     1 |       4 | uncached |    19 |          5 |           5 |          5 | 91220a85    | 91220a85     | 91220a85    |           124 |            125 |           125 |    101 |    101
     1 |       4 | uncached |    20 |          5 |           5 |          5 | acf67bed    | acf67bed     | acf67bed    |          3467 |           3452 |          3591 |    100 |    104
     1 |       4 | uncached |    21 |          5 |           5 |          5 | c4357ffb    | c4357ffb     | c4357ffb    |          1966 |           1857 |          1983 |     94 |    101
     1 |       4 | uncached |    22 |          5 |           5 |          5 | a439a41a    | a439a41a     | a439a41a    |           185 |            178 |           177 |     96 |     96
    10 |       0 | cached   |     1 |          5 |           5 |          5 | 9f29bca7    | 9f29bca7     | 9f29bca7    |         57667 |          57705 |         50302 |    100 |     87
    10 |       0 | cached   |     2 |          5 |           5 |          5 | 041158d7    | 041158d7     | 041158d7    |         15317 |          15296 |         12112 |    100 |     79
    10 |       0 | cached   |     3 |          5 |           5 |          5 | d058a22c    | d058a22c     | d058a22c    |         17535 |          17546 |         15112 |    100 |     86
    10 |       0 | cached   |     4 |          5 |           5 |          5 | 97342919    | 97342919     | 97342919    |          4550 |           4561 |          4672 |    100 |    103
    10 |       0 | cached   |     5 |          5 |           5 |          5 | b8c9ebdd    | b8c9ebdd     | b8c9ebdd    |          4738 |           4761 |          5053 |    100 |    107
    10 |       0 | cached   |     6 |          5 |           5 |          5 | 614518f2    | 614518f2     | 614518f2    |          6321 |           6337 |          5903 |    100 |     93
    10 |       0 | cached   |     7 |          5 |           5 |          5 | 0c2be386    | 0c2be386     | 0c2be386    |         12775 |          12745 |         10608 |    100 |     83
    10 |       0 | cached   |     8 |          5 |           5 |          5 | 0a630745    | 0a630745     | 0a630745    |          3426 |           3411 |          3839 |    100 |    112
    10 |       0 | cached   |     9 |          5 |           5 |          5 | b40989fe    | b40989fe     | b40989fe    |         15165 |          15303 |         13909 |    101 |     92
    10 |       0 | cached   |    10 |          5 |           5 |          5 | 68dd34e1    | 68dd34e1     | 68dd34e1    |          9502 |           9501 |          9498 |    100 |    100
    10 |       0 | cached   |    11 |          5 |           5 |          5 | 3ca54bd3    | 3ca54bd3     | 3ca54bd3    |          2254 |           2250 |          2445 |    100 |    108
    10 |       0 | cached   |    12 |          5 |           5 |          5 | e856499b    | e856499b     | e856499b    |          3898 |           3894 |          3943 |    100 |    101
    10 |       0 | cached   |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |         14547 |          14515 |         13353 |    100 |     92
    10 |       0 | cached   |    14 |          5 |           5 |          5 | af54c5ce    | af54c5ce     | af54c5ce    |          4198 |           4245 |          4282 |    101 |    102
    10 |       0 | cached   |    15 |          5 |           5 |          5 | b277d202    | b277d202     | b277d202    |         12940 |          12977 |         11864 |    100 |     92
    10 |       0 | cached   |    16 |          5 |           5 |          5 | e78d6b74    | e78d6b74     | e78d6b74    |          6505 |           6504 |          6504 |    100 |    100
    10 |       0 | cached   |    17 |          5 |           5 |          5 | eed1fe5c    | eed1fe5c     | eed1fe5c    |         20276 |          20250 |         17968 |    100 |     89
    10 |       0 | cached   |    18 |          5 |           5 |          5 | 2b20b7c6    | 2b20b7c6     | 2b20b7c6    |         23598 |          23642 |         22492 |    100 |     95
    10 |       0 | cached   |    19 |          5 |           5 |          5 | 6b8effe6    | 6b8effe6     | 6b8effe6    |           493 |            497 |           475 |    101 |     96
    10 |       0 | cached   |    20 |          5 |           5 |          5 | 62c5f788    | 62c5f788     | 62c5f788    |         25663 |          25541 |         20217 |    100 |     79
    10 |       0 | cached   |    21 |          5 |           5 |          5 | b0bcc607    | b0bcc607     | b0bcc607    |          8817 |           8739 |          8719 |     99 |     99
    10 |       0 | cached   |    22 |          5 |           5 |          5 | 521c03d4    | 521c03d4     | 521c03d4    |          1437 |           1436 |          1523 |    100 |    106
    10 |       0 | uncached |     1 |          5 |           5 |          5 | 9f29bca7    | 9f29bca7     | 9f29bca7    |         59664 |          59715 |         52359 |    100 |     88
    10 |       0 | uncached |     2 |          5 |           5 |          5 | 041158d7    | 041158d7     | 041158d7    |         16409 |          16377 |         13212 |    100 |     81
    10 |       0 | uncached |     3 |          5 |           5 |          5 | d058a22c    | d058a22c     | d058a22c    |         23083 |          22790 |         20611 |     99 |     89
    10 |       0 | uncached |     4 |          5 |           5 |          5 | 97342919    | 97342919     | 97342919    |          8144 |           8170 |          8341 |    100 |    102
    10 |       0 | uncached |     5 |          5 |           5 |          5 | b8c9ebdd    | b8c9ebdd     | b8c9ebdd    |          9857 |           9940 |         10324 |    101 |    105
    10 |       0 | uncached |     6 |          5 |           5 |          5 | 614518f2    | 614518f2     | 614518f2    |         13740 |          13661 |         13303 |     99 |     97
    10 |       0 | uncached |     7 |          5 |           5 |          5 | 0c2be386    | 0c2be386     | 0c2be386    |         16096 |          16121 |         14038 |    100 |     87
    10 |       0 | uncached |     8 |          5 |           5 |          5 | 0a630745    | 0a630745     | 0a630745    |         10948 |          10948 |         11517 |    100 |    105
    10 |       0 | uncached |     9 |          5 |           5 |          5 | b40989fe    | b40989fe     | b40989fe    |         21009 |          21179 |         19865 |    101 |     95
    10 |       0 | uncached |    10 |          5 |           5 |          5 | 68dd34e1    | 68dd34e1     | 68dd34e1    |         13640 |          13674 |         13781 |    100 |    101
    10 |       0 | uncached |    11 |          5 |           5 |          5 | 3ca54bd3    | 3ca54bd3     | 3ca54bd3    |          2673 |           2675 |          2935 |    100 |    110
    10 |       0 | uncached |    12 |          5 |           5 |          5 | e856499b    | e856499b     | e856499b    |          4759 |           4743 |          4866 |    100 |    102
    10 |       0 | uncached |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |         15117 |          15179 |         14012 |    100 |     93
    10 |       0 | uncached |    14 |          5 |           5 |          5 | af54c5ce    | af54c5ce     | af54c5ce    |          5301 |           5353 |          5451 |    101 |    103
    10 |       0 | uncached |    15 |          5 |           5 |          5 | b277d202    | b277d202     | b277d202    |         20235 |          20175 |         19107 |    100 |     94
    10 |       0 | uncached |    16 |          5 |           5 |          5 | e78d6b74    | e78d6b74     | e78d6b74    |          6905 |           6906 |          6929 |    100 |    100
    10 |       0 | uncached |    17 |          5 |           5 |          5 | eed1fe5c    | eed1fe5c     | eed1fe5c    |         22699 |          22576 |         20439 |     99 |     90
    10 |       0 | uncached |    18 |          5 |           5 |          5 | 2b20b7c6    | 2b20b7c6     | 2b20b7c6    |         25034 |          25116 |         24092 |    100 |     96
    10 |       0 | uncached |    19 |          5 |           5 |          5 | 6b8effe6    | 6b8effe6     | 6b8effe6    |          2567 |           2567 |          2616 |    100 |    102
    10 |       0 | uncached |    20 |          5 |           5 |          5 | 62c5f788    | 62c5f788     | 62c5f788    |         28212 |          28149 |         22940 |    100 |     81
    10 |       0 | uncached |    21 |          5 |           5 |          5 | b0bcc607    | b0bcc607     | b0bcc607    |         14073 |          13947 |         14008 |     99 |    100
    10 |       0 | uncached |    22 |          5 |           5 |          5 | 521c03d4    | 521c03d4     | 521c03d4    |          1775 |           1774 |          1888 |    100 |    106
    10 |       4 | cached   |     1 |          5 |           5 |          5 | 14d8864b    | 14d8864b     | 14d8864b    |         15781 |          15479 |         14347 |     98 |     91
    10 |       4 | cached   |     2 |          5 |           5 |          5 | 041158d7    | 041158d7     | 041158d7    |         15146 |          15026 |         12296 |     99 |     81
    10 |       4 | cached   |     3 |          5 |           5 |          5 | 25b6fe4c    | 25b6fe4c     | 25b6fe4c    |          3891 |           3915 |          3976 |    101 |    102
    10 |       4 | cached   |     4 |          5 |           5 |          5 | d88c98b9    | d88c98b9     | d88c98b9    |          1153 |           1142 |          1432 |     99 |    124
    10 |       4 | cached   |     5 |          5 |           5 |          5 | b8ccaa62    | b8ccaa62     | b8ccaa62    |          1946 |           1932 |          3169 |     99 |    163
    10 |       4 | cached   |     6 |          5 |           5 |          5 | 8e356075    | 8e356075     | 8e356075    |          3113 |           3105 |          3301 |    100 |    106
    10 |       4 | cached   |     7 |          5 |           5 |          5 | 42f08118    | 42f08118     | 42f08118    |          5067 |           5063 |          5435 |    100 |    107
    10 |       4 | cached   |     8 |          5 |           5 |          5 | e9e1d867    | e9e1d867     | e9e1d867    |          1041 |           1040 |          1103 |    100 |    106
    10 |       4 | cached   |     9 |          5 |           5 |          5 | 9ebc1c95    | 9ebc1c95     | 9ebc1c95    |          4105 |           4086 |          4547 |    100 |    111
    10 |       4 | cached   |    10 |          5 |           5 |          5 | be86dfdd    | be86dfdd     | be86dfdd    |          2835 |           2837 |          3285 |    100 |    116
    10 |       4 | cached   |    11 |          5 |           5 |          5 | 8f28a789    | 8f28a789     | 8f28a789    |           798 |            798 |           873 |    100 |    109
    10 |       4 | cached   |    12 |          5 |           5 |          5 | 48cdb31d    | 48cdb31d     | 48cdb31d    |           832 |            833 |           879 |    100 |    106
    10 |       4 | cached   |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |         14480 |          14468 |         13380 |    100 |     92
    10 |       4 | cached   |    14 |          5 |           5 |          5 | 5097e708    | 5097e708     | 5097e708    |          1644 |           1626 |          2183 |     99 |    133
    10 |       4 | cached   |    15 |          5 |           5 |          5 | 7a5ef113    | 7a5ef113     | 7a5ef113    |          5678 |           5683 |          6226 |    100 |    110
    10 |       4 | cached   |    16 |          5 |           5 |          5 | 3a49c8c9    | 3a49c8c9     | 3a49c8c9    |          2304 |           2259 |          2337 |     98 |    101
    10 |       4 | cached   |    17 |          5 |           5 |          5 | 33317143    | 33317143     | 33317143    |         28922 |          28790 |         20751 |    100 |     72
    10 |       4 | cached   |    18 |          5 |           5 |          5 | b1ce0291    | b1ce0291     | b1ce0291    |         37031 |          37124 |         36021 |    100 |     97
    10 |       4 | cached   |    19 |          5 |           5 |          5 | 07637073    | 07637073     | 07637073    |           158 |            158 |           159 |    100 |    100
    10 |       4 | cached   |    20 |          5 |           5 |          5 | c4547a0c    | c4547a0c     | c4547a0c    |         12595 |          12520 |         10765 |     99 |     85
    10 |       4 | cached   |    21 |          5 |           5 |          5 | 241d72fe    | 241d72fe     | 241d72fe    |          4006 |           3974 |          4377 |     99 |    109
    10 |       4 | cached   |    22 |          5 |           5 |          5 | eb3297aa    | eb3297aa     | eb3297aa    |           435 |            427 |           447 |     98 |    103
    10 |       4 | uncached |     1 |          5 |           5 |          5 | 14d8864b    | 14d8864b     | 14d8864b    |         16557 |          16276 |         15176 |     98 |     92
    10 |       4 | uncached |     2 |          5 |           5 |          5 | 041158d7    | 041158d7     | 041158d7    |         16246 |          16130 |         13410 |     99 |     83
    10 |       4 | uncached |     3 |          5 |           5 |          5 | 25b6fe4c    | 25b6fe4c     | 25b6fe4c    |          9697 |           9674 |         10295 |    100 |    106
    10 |       4 | uncached |     4 |          5 |           5 |          5 | d88c98b9    | d88c98b9     | d88c98b9    |          9641 |           9348 |          9862 |     97 |    102
    10 |       4 | uncached |     5 |          5 |           5 |          5 | b8ccaa62    | b8ccaa62     | b8ccaa62    |          7562 |           7596 |          8678 |    100 |    115
    10 |       4 | uncached |     6 |          5 |           5 |          5 | 8e356075    | 8e356075     | 8e356075    |         10639 |          10620 |         10971 |    100 |    103
    10 |       4 | uncached |     7 |          5 |           5 |          5 | 42f08118    | 42f08118     | 42f08118    |         28704 |          31705 |         30223 |    110 |    105
    10 |       4 | uncached |     8 |          5 |           5 |          5 | e9e1d867    | e9e1d867     | e9e1d867    |          6910 |           6969 |          6967 |    101 |    101
    10 |       4 | uncached |     9 |          5 |           5 |          5 | 9ebc1c95    | 9ebc1c95     | 9ebc1c95    |         10424 |          10498 |         10756 |    101 |    103
    10 |       4 | uncached |    10 |          5 |           5 |          5 | be86dfdd    | be86dfdd     | be86dfdd    |          7809 |           7822 |          8312 |    100 |    106
    10 |       4 | uncached |    11 |          5 |           5 |          5 | 8f28a789    | 8f28a789     | 8f28a789    |          1836 |           1839 |          1922 |    100 |    105
    10 |       4 | uncached |    12 |          5 |           5 |          5 | 48cdb31d    | 48cdb31d     | 48cdb31d    |         10588 |          10424 |         10932 |     98 |    103
    10 |       4 | uncached |    13 |          5 |           5 |          5 | 77a571e7    | 77a571e7     | 77a571e7    |         15075 |          15076 |         14015 |    100 |     93
    10 |       4 | uncached |    14 |          5 |           5 |          5 | 5097e708    | 5097e708     | 5097e708    |          5413 |           5322 |          5874 |     98 |    109
    10 |       4 | uncached |    15 |          5 |           5 |          5 | 7a5ef113    | 7a5ef113     | 7a5ef113    |         12972 |          12995 |         13659 |    100 |    105
    10 |       4 | uncached |    16 |          5 |           5 |          5 | 3a49c8c9    | 3a49c8c9     | 3a49c8c9    |          2598 |           2557 |          2657 |     98 |    102
    10 |       4 | uncached |    17 |          5 |           5 |          5 | 33317143    | 33317143     | 33317143    |         29468 |          29434 |         28643 |    100 |     97
    10 |       4 | uncached |    18 |          5 |           5 |          5 | b1ce0291    | b1ce0291     | b1ce0291    |         40620 |          40744 |         39208 |    100 |     97
    10 |       4 | uncached |    19 |          5 |           5 |          5 | 07637073    | 07637073     | 07637073    |           748 |            741 |           747 |     99 |    100
    10 |       4 | uncached |    20 |          5 |           5 |          5 | c4547a0c    | c4547a0c     | c4547a0c    |         15320 |          15326 |         13645 |    100 |     89
    10 |       4 | uncached |    21 |          5 |           5 |          5 | 241d72fe    | 241d72fe     | 241d72fe    |         19629 |          19244 |         20220 |     98 |    103
    10 |       4 | uncached |    22 |          5 |           5 |          5 | eb3297aa    | eb3297aa     | eb3297aa    |          1694 |           1832 |          1741 |    108 |    103
(176 rows)

